msx-conf  is child-thread used by Other
msx-conf  is main-thread used by DataNode
msx-conf  is main-thread used by NameNode
msx-conf  is main-thread used by Other
msx-conf DFS_REPLICATION is child-thread used by Other
msx-conf STORAGE_POLICY is child-thread used by Other
msx-conf bind.address is main-thread used by DataNode
msx-conf bind.address is main-thread used by NameNode
msx-conf core-default.xml is child-thread used by DataNode
msx-conf core-default.xml is child-thread used by Other
msx-conf core-default.xml is main-thread used by Other
msx-conf core-site.xml is child-thread used by DataNode
msx-conf core-site.xml is child-thread used by Other
msx-conf core-site.xml is main-thread used by Other
msx-conf datanode.htrace.sampler.classes is main-thread used by DataNode
msx-conf datanode.htrace.span.receiver.classes is main-thread used by DataNode
msx-conf datanode.htrace.tracer.id is main-thread used by DataNode
msx-conf dfs.balancer.getBlocks.min-block-size is main-thread used by NameNode
msx-conf dfs.block.access.token.enable is main-thread used by NameNode
msx-conf dfs.block.invalidate.limit is main-thread used by NameNode
msx-conf dfs.block.local-path-access.user is main-thread used by DataNode
msx-conf dfs.block.misreplication.processing.limit is main-thread used by NameNode
msx-conf dfs.block.replicator.classname is main-thread used by NameNode
msx-conf dfs.block.scanner.volume.bytes.per.second is main-thread used by DataNode
msx-conf dfs.blockreport.incremental.intervalMsec is main-thread used by DataNode
msx-conf dfs.blockreport.initialDelay is main-thread used by DataNode
msx-conf dfs.blockreport.initialDelay is main-thread used by Other
msx-conf dfs.blockreport.intervalMsec is main-thread used by DataNode
msx-conf dfs.blockreport.split.threshold is main-thread used by DataNode
msx-conf dfs.blocksize is main-thread used by DataNode
msx-conf dfs.blocksize is main-thread used by NameNode
msx-conf dfs.blocksize is main-thread used by Other
msx-conf dfs.bytes-per-checksum is main-thread used by NameNode
msx-conf dfs.bytes-per-checksum is main-thread used by Other
msx-conf dfs.cachereport.intervalMsec is main-thread used by DataNode
msx-conf dfs.checksum.type is main-thread used by NameNode
msx-conf dfs.checksum.type is main-thread used by Other
msx-conf dfs.client-write-packet-size is main-thread used by DataNode
msx-conf dfs.client-write-packet-size is main-thread used by NameNode
msx-conf dfs.client-write-packet-size is main-thread used by Other
msx-conf dfs.client.block.write.locateFollowingBlock.initial.delay.ms is main-thread used by Other
msx-conf dfs.client.block.write.locateFollowingBlock.retries is main-thread used by Other
msx-conf dfs.client.block.write.replace-datanode-on-failure.best-effort is main-thread used by NameNode
msx-conf dfs.client.block.write.replace-datanode-on-failure.best-effort is main-thread used by Other
msx-conf dfs.client.block.write.replace-datanode-on-failure.enable is main-thread used by NameNode
msx-conf dfs.client.block.write.replace-datanode-on-failure.enable is main-thread used by Other
msx-conf dfs.client.block.write.replace-datanode-on-failure.min-replication is main-thread used by Other
msx-conf dfs.client.block.write.replace-datanode-on-failure.policy is main-thread used by NameNode
msx-conf dfs.client.block.write.replace-datanode-on-failure.policy is main-thread used by Other
msx-conf dfs.client.block.write.retries is main-thread used by Other
msx-conf dfs.client.cache.drop.behind.reads is main-thread used by Other
msx-conf dfs.client.cache.drop.behind.writes is main-thread used by Other
msx-conf dfs.client.cache.readahead is main-thread used by Other
msx-conf dfs.client.cached.conn.retry is main-thread used by Other
msx-conf dfs.client.context is main-thread used by Other
msx-conf dfs.client.datanode-restart.timeout is main-thread used by Other
msx-conf dfs.client.domain.socket.data.traffic is main-thread used by DataNode
msx-conf dfs.client.domain.socket.data.traffic is main-thread used by Other
msx-conf dfs.client.failover.max.attempts is main-thread used by Other
msx-conf dfs.client.failover.proxy.provider.localhost is main-thread used by Other
msx-conf dfs.client.failover.sleep.base.millis is main-thread used by Other
msx-conf dfs.client.failover.sleep.max.millis is main-thread used by Other
msx-conf dfs.client.file-block-storage-locations.num-threads is main-thread used by Other
msx-conf dfs.client.file-block-storage-locations.timeout.millis is main-thread used by Other
msx-conf dfs.client.hedged.read.threadpool.size is main-thread used by Other
msx-conf dfs.client.hedged.read.threshold.millis is main-thread used by Other
msx-conf dfs.client.key.provider.cache.expiry is main-thread used by Other
msx-conf dfs.client.local.interfaces is main-thread used by Other
msx-conf dfs.client.max.block.acquire.failures is main-thread used by Other
msx-conf dfs.client.mmap.cache.size is main-thread used by Other
msx-conf dfs.client.mmap.cache.timeout.ms is main-thread used by Other
msx-conf dfs.client.mmap.enabled is main-thread used by Other
msx-conf dfs.client.mmap.retry.timeout.ms is main-thread used by Other
msx-conf dfs.client.read.prefetch.size is main-thread used by Other
msx-conf dfs.client.read.short.circuit.replica.stale.threshold.ms is main-thread used by Other
msx-conf dfs.client.read.shortcircuit is main-thread used by DataNode
msx-conf dfs.client.read.shortcircuit is main-thread used by Other
msx-conf dfs.client.read.shortcircuit.buffer.size is main-thread used by Other
msx-conf dfs.client.read.shortcircuit.skip.checksum is main-thread used by Other
msx-conf dfs.client.read.shortcircuit.streams.cache.expiry.ms is main-thread used by Other
msx-conf dfs.client.read.shortcircuit.streams.cache.size is main-thread used by Other
msx-conf dfs.client.replica.accessor.builder.classes is main-thread used by Other
msx-conf dfs.client.retry.interval-ms.get-last-block-length is main-thread used by Other
msx-conf dfs.client.retry.max.attempts is main-thread used by Other
msx-conf dfs.client.retry.policy.enabled is main-thread used by Other
msx-conf dfs.client.retry.times.get-last-block-length is main-thread used by Other
msx-conf dfs.client.retry.window.base is main-thread used by Other
msx-conf dfs.client.server-defaults.validity.period.ms is main-thread used by Other
msx-conf dfs.client.slow.io.warning.threshold.ms is main-thread used by DataNode
msx-conf dfs.client.slow.io.warning.threshold.ms is main-thread used by Other
msx-conf dfs.client.socket-timeout is child-thread used by Other
msx-conf dfs.client.socket-timeout is main-thread used by DataNode
msx-conf dfs.client.socket-timeout is main-thread used by Other
msx-conf dfs.client.socket.send.buffer.size is main-thread used by Other
msx-conf dfs.client.socketcache.capacity is main-thread used by Other
msx-conf dfs.client.socketcache.expiryMsec is main-thread used by Other
msx-conf dfs.client.test.drop.namenode.response.number is main-thread used by Other
msx-conf dfs.client.use.datanode.hostname is child-thread used by Other
msx-conf dfs.client.use.datanode.hostname is main-thread used by Other
msx-conf dfs.client.use.legacy.blockreader is main-thread used by Other
msx-conf dfs.client.use.legacy.blockreader.local is main-thread used by Other
msx-conf dfs.client.write.byte-array-manager.enabled is main-thread used by Other
msx-conf dfs.client.write.exclude.nodes.cache.expiry.interval.millis is main-thread used by Other
msx-conf dfs.client.write.max-packets-in-flight is main-thread used by Other
msx-conf dfs.cluster.administrators is main-thread used by DataNode
msx-conf dfs.cluster.administrators is main-thread used by NameNode
msx-conf dfs.content-summary.limit is main-thread used by NameNode
msx-conf dfs.content-summary.sleep-microsec is main-thread used by NameNode
msx-conf dfs.corruptfilesreturned.max is main-thread used by NameNode
msx-conf dfs.data.transfer.client.tcpnodelay is main-thread used by Other
msx-conf dfs.data.transfer.protection is main-thread used by DataNode
msx-conf dfs.data.transfer.protection is main-thread used by Other
msx-conf dfs.datanode.address is main-thread used by DataNode
msx-conf dfs.datanode.address is main-thread used by NameNode
msx-conf dfs.datanode.balance.bandwidthPerSec is main-thread used by DataNode
msx-conf dfs.datanode.balance.max.concurrent.moves is main-thread used by DataNode
msx-conf dfs.datanode.block-pinning.enabled is child-thread used by DataNode
msx-conf dfs.datanode.bp-ready.timeout is main-thread used by DataNode
msx-conf dfs.datanode.cache.revocation.polling.ms is child-thread used by DataNode
msx-conf dfs.datanode.cache.revocation.timeout.ms is child-thread used by DataNode
msx-conf dfs.datanode.data.dir is child-thread used by DataNode
msx-conf dfs.datanode.data.dir is main-thread used by DataNode
msx-conf dfs.datanode.data.dir is main-thread used by Other
msx-conf dfs.datanode.data.dir.perm is child-thread used by DataNode
msx-conf dfs.datanode.data.dir.perm is main-thread used by DataNode
msx-conf dfs.datanode.directoryscan.interval is child-thread used by DataNode
