msx-conf get 
msx-conf getClass hbase.client.registry.impl
msx-conf getClass hbase.client.request.controller.impl
msx-conf getClass hbase.client.userprovider.class
msx-conf getClass hbase.fsutil.hdfs.impl
msx-conf getClass hbase.fs.wrapper
msx-conf getClass hbase.hregion.impl
msx-conf getClass hbase.master.impl
msx-conf getClass hbase.master.loadbalancer.class
msx-conf getClass hbase.master.normalizer.class
msx-conf getClass hbase.master.rpc.scheduler.factory.class
msx-conf getClass hbase.regionserver.heapmemory.tuner.class
msx-conf getClass hbase.regionserver.hlog.reader.impl
msx-conf getClass hbase.regionserver.hlog.writer.impl
msx-conf getClass hbase.regionserver.impl
msx-conf getClass hbase.region.server.rpc.scheduler.factory.class
msx-conf getClass hbase.regionserver.wal.codec
msx-conf getClass hbase.replication.sink.walentrysinkfilter
msx-conf getClass hbase.status.listener.class
msx-conf getClass hbase.status.publisher.class
msx-conf getClass hbase.util.ip.to.rack.determiner
msx-conf getClass hbase.wal.provider
msx-conf getClass ipc.0.callqueue.impl
msx-conf getClass ipc.0.scheduler.impl
msx-conf getClass net.topology.impl
msx-conf getClass net.topology.node.switch.mapping.impl
msx-conf getClass rpc.engine.org.apache.hadoop.hdfs.protocolPB.ClientDatanodeProtocolPB
msx-conf getClass rpc.engine.org.apache.hadoop.hdfs.protocolPB.ClientNamenodeProtocolPB
msx-conf getClass rpc.engine.org.apache.hadoop.hdfs.protocolPB.DatanodeProtocolPB
msx-conf getClass rpc.engine.org.apache.hadoop.hdfs.protocolPB.InterDatanodeProtocolPB
msx-conf get datanode.htrace.sampler.classes
msx-conf get datanode.htrace.span.receiver.classes
msx-conf get datanode.htrace.tracer.id
msx-conf get dfs.balancer.getBlocks.min-block-size
msx-conf get dfs.block.access.token.enable
msx-conf get dfs.block.invalidate.limit
msx-conf get dfs.block.local-path-access.user
msx-conf get dfs.block.misreplication.processing.limit
msx-conf get dfs.block.replicator.classname
msx-conf get dfs.blockreport.incremental.intervalMsec
msx-conf get dfs.blockreport.initialDelay
msx-conf get dfs.blockreport.intervalMsec
msx-conf get dfs.blockreport.split.threshold
msx-conf get dfs.block.scanner.volume.bytes.per.second
msx-conf get dfs.blocksize
msx-conf get dfs.bytes-per-checksum
msx-conf get dfs.cachereport.intervalMsec
msx-conf get dfs.checksum.type
msx-conf get dfs.client.block.write.locateFollowingBlock.initial.delay.ms
msx-conf get dfs.client.block.write.locateFollowingBlock.retries
msx-conf get dfs.client.block.write.replace-datanode-on-failure.best-effort
msx-conf get dfs.client.block.write.replace-datanode-on-failure.enable
msx-conf get dfs.client.block.write.replace-datanode-on-failure.min-replication
msx-conf get dfs.client.block.write.replace-datanode-on-failure.policy
msx-conf get dfs.client.block.write.retries
msx-conf get dfs.client.cached.conn.retry
msx-conf get dfs.client.cache.drop.behind.reads
msx-conf get dfs.client.cache.drop.behind.writes
msx-conf get dfs.client.cache.readahead
msx-conf get dfs.client.context
msx-conf get dfs.client.datanode-restart.timeout
msx-conf get dfs.client.domain.socket.data.traffic
msx-conf get dfs.client.failover.max.attempts
msx-conf get dfs.client.failover.proxy.provider.localhost
msx-conf get dfs.client.failover.sleep.base.millis
msx-conf get dfs.client.failover.sleep.max.millis
msx-conf get dfs.client.file-block-storage-locations.num-threads
msx-conf get dfs.client.file-block-storage-locations.timeout.millis
msx-conf get dfs.client.hedged.read.threadpool.size
msx-conf get dfs.client.hedged.read.threshold.millis
msx-conf get dfs.client.key.provider.cache.expiry
msx-conf get dfs.client.local.interfaces
msx-conf get dfs.client.max.block.acquire.failures
msx-conf get dfs.client.mmap.cache.size
msx-conf get dfs.client.mmap.cache.timeout.ms
msx-conf get dfs.client.mmap.enabled
msx-conf get dfs.client.mmap.retry.timeout.ms
msx-conf get dfs.client.read.prefetch.size
msx-conf get dfs.client.read.shortcircuit
msx-conf get dfs.client.read.shortcircuit.buffer.size
msx-conf get dfs.client.read.short.circuit.replica.stale.threshold.ms
msx-conf get dfs.client.read.shortcircuit.skip.checksum
msx-conf get dfs.client.read.shortcircuit.streams.cache.expiry.ms
msx-conf get dfs.client.read.shortcircuit.streams.cache.size
msx-conf get dfs.client.replica.accessor.builder.classes
msx-conf get dfs.client.retry.interval-ms.get-last-block-length
msx-conf get dfs.client.retry.max.attempts
msx-conf get dfs.client.retry.policy.enabled
msx-conf get dfs.client.retry.times.get-last-block-length
msx-conf get dfs.client.retry.window.base
msx-conf get dfs.client.server-defaults.validity.period.ms
msx-conf get dfs.client.slow.io.warning.threshold.ms
msx-conf get dfs.client.socketcache.capacity
msx-conf get dfs.client.socketcache.expiryMsec
msx-conf get dfs.client.socket.send.buffer.size
msx-conf get dfs.client.socket-timeout
msx-conf get dfs.client.test.drop.namenode.response.number
msx-conf get dfs.client.use.datanode.hostname
msx-conf get dfs.client.use.legacy.blockreader
msx-conf get dfs.client.use.legacy.blockreader.local
msx-conf get dfs.client.write.byte-array-manager.enabled
msx-conf get dfs.client.write.exclude.nodes.cache.expiry.interval.millis
msx-conf get dfs.client.write.max-packets-in-flight
msx-conf get dfs.client-write-packet-size
msx-conf get dfs.cluster.administrators
msx-conf get dfs.content-summary.limit
msx-conf get dfs.content-summary.sleep-microsec
msx-conf get dfs.corruptfilesreturned.max
msx-conf get dfs.datanode.address
msx-conf get dfs.datanode.balance.bandwidthPerSec
msx-conf get dfs.datanode.balance.max.concurrent.moves
msx-conf get dfs.datanode.block-pinning.enabled
msx-conf get dfs.datanode.bp-ready.timeout
msx-conf get dfs.datanode.cache.revocation.polling.ms
msx-conf get dfs.datanode.cache.revocation.timeout.ms
msx-conf get dfs.datanode.data.dir
msx-conf get dfs.datanode.data.dir.perm
msx-conf get dfs.datanode.directoryscan.interval
msx-conf get dfs.datanode.directoryscan.threads
msx-conf get dfs.datanode.directoryscan.throttle.limit.ms.per.sec
msx-conf get dfs.datanode.drop.cache.behind.reads
msx-conf get dfs.datanode.drop.cache.behind.writes
msx-conf get dfs.datanode.duplicate.replica.deletion
msx-conf get dfs.datanode.du.reserved
msx-conf get dfs.datanode.du.reserved.disk
msx-conf get dfs.datanode.failed.volumes.tolerated
msx-conf get dfs.datanode.fsdatasetcache.max.threads.per.volume
msx-conf get dfs.datanode.fsdataset.factory
msx-conf get dfs.datanode.fsdataset.volume.choosing.policy
msx-conf get dfs.datanode.handler.count
msx-conf get dfs.datanode.hdfs-blocks-metadata.enabled
msx-conf get dfs.datanode.hostname
msx-conf get dfs.datanode.http.address
msx-conf get dfs.datanode.http.internal-proxy.port
msx-conf get dfs.datanode.https.address
msx-conf get dfs.datanode.ipc.address
msx-conf get dfs.datanode.lifeline.interval.seconds
msx-conf get dfs.datanode.max.locked.memory
msx-conf get dfs.datanode.max.transfer.threads
msx-conf get dfs.datanode.metrics.logger.period.seconds
msx-conf get dfs.datanode.min.supported.namenode.version
msx-conf get dfs.datanode.network.counts.cache.max.size
msx-conf get dfs.datanode.non.local.lazy.persist
msx-conf get dfs.datanode.oob.timeout-ms
msx-conf get dfs.datanode.parallel.volumes.load.threads.num
msx-conf get dfs.datanode.ram.disk.replica.tracker
msx-conf get dfs.datanode.readahead.bytes
msx-conf get dfs.datanode.restart.replica.expiration
msx-conf get dfs.datanode.scan.period.hours
msx-conf get dfs.datanode.shared.file.descriptor.paths
msx-conf get dfs.datanode.slow.io.warning.threshold.ms
msx-conf get dfs.datanode.socket.reuse.keepalive
msx-conf get dfs.datanode.socket.write.timeout
msx-conf get dfs.datanode.startup
msx-conf get dfs.datanode.sync.behind.writes
msx-conf get dfs.datanode.sync.behind.writes.in.background
msx-conf get dfs.datanode.synconclose
msx-conf get dfs.datanode.transfer.socket.recv.buffer.size
msx-conf get dfs.datanode.transfer.socket.send.buffer.size
msx-conf get dfs.datanode.transferTo.allowed
msx-conf get dfs.datanode.use.datanode.hostname
msx-conf get dfs.datanode.xceiver.stop.timeout.millis
msx-conf get dfs.data.transfer.client.tcpnodelay
msx-conf get dfs.data.transfer.protection
msx-conf get dfs.domain.socket.path
msx-conf get dfs.encrypt.data.transfer
msx-conf get dfs.encrypt.data.transfer.algorithm
msx-conf get dfs.ha.allow.stale.reads
msx-conf get dfs.ha.namenode.id
msx-conf get dfs.ha.namenodes
msx-conf get dfs.ha.standby.checkpoints
msx-conf get dfs.heartbeat.interval
msx-conf get dfs.hosts
msx-conf get dfs.hosts.exclude
msx-conf get dfs.http.policy
msx-conf get dfs.image.compress
msx-conf get dfs.internal.nameservices
msx-conf get dfs.lock.suppress.warning.interval
msx-conf get dfs.ls.limit
msx-conf get dfs.metrics.percentiles.intervals
msx-conf get dfs.metrics.session-id
msx-conf get dfs.namenode.accesstime.precision
msx-conf get dfs.namenode.acls.enabled
msx-conf get dfs.namenode.audit.log.async
msx-conf get dfs.namenode.audit.log.debug.cmdlist
msx-conf get dfs.namenode.audit.loggers
msx-conf get dfs.namenode.audit.log.token.tracking.id
msx-conf get dfs.namenode.avoid.read.stale.datanode
msx-conf get dfs.namenode.avoid.write.stale.datanode
msx-conf get dfs.namenode.block-placement-policy.default.prefer-local-node
msx-conf get dfs.namenode.blocks.per.postponedblocks.rescan
msx-conf get dfs.namenode.checkpoint.dir
msx-conf get dfs.namenode.checkpoint.period
msx-conf get dfs.namenode.checkpoint.txns
msx-conf get dfs.namenode.datanode.registration.ip-hostname-check
msx-conf get dfs.namenode.decommission.blocks.per.interval
msx-conf get dfs.namenode.decommission.interval
msx-conf get dfs.namenode.decommission.interval.testing
msx-conf get dfs.namenode.decommission.max.concurrent.tracked.nodes
msx-conf get dfs.namenode.decommission.nodes.per.interval
msx-conf get dfs.namenode.delegation.key.update-interval
msx-conf get dfs.namenode.delegation.token.always-use
msx-conf get dfs.namenode.delegation.token.max-lifetime
msx-conf get dfs.namenode.delegation.token.renew-interval
msx-conf get dfs.namenode.edekcacheloader.initial.delay.ms
msx-conf get dfs.namenode.edekcacheloader.interval.ms
msx-conf get dfs.namenode.edit.log.autoroll.check.interval.ms
msx-conf get dfs.namenode.edit.log.autoroll.multiplier.threshold
msx-conf get dfs.namenode.edits.asynclogging
msx-conf get dfs.namenode.edits.dir
msx-conf get dfs.namenode.edits.dir.minimum
msx-conf get dfs.namenode.edits.dir.required
msx-conf get dfs.namenode.edits.noeditlogchannelflush
msx-conf get dfs.namenode.enable.retrycache
msx-conf get dfs.namenode.file.close.num-committed-allowed
msx-conf get dfs.namenode.fs-limits.max-blocks-per-file
msx-conf get dfs.namenode.fs-limits.max-component-length
msx-conf get dfs.namenode.fs-limits.max-directory-items
msx-conf get dfs.namenode.fs-limits.max-xattr-size
msx-conf get dfs.namenode.fs-limits.max-xattrs-per-inode
msx-conf get dfs.namenode.fs-limits.min-block-size
msx-conf get dfs.namenode.fslock.fair
msx-conf get dfs.namenode.full.block.report.lease.length.ms
msx-conf get dfs.namenode.handler.count
msx-conf get dfs.namenode.heartbeat.recheck-interval
msx-conf get dfs.namenode.hosts.provider.classname
msx-conf get dfs.namenode.http-address
msx-conf get dfs.namenode.http-bind-host
msx-conf get dfs.namenode.https-address
msx-conf get dfs.namenode.https-bind-host
msx-conf get dfs.namenode.inode.attributes.provider.class
msx-conf get dfs.namenode.invalidate.work.pct.per.iteration
msx-conf get dfs.namenode.keytab.file
msx-conf get dfs.namenode.lazypersist.file.scrub.interval.sec
msx-conf get dfs.namenode.lease-recheck-interval-ms
msx-conf get dfs.namenode.lifeline.rpc-address
msx-conf get dfs.namenode.list.cache.directives.num.responses
msx-conf get dfs.namenode.list.cache.pools.num.responses
msx-conf get dfs.namenode.list.encryption.zones.num.responses
msx-conf get dfs.namenode.list.openfiles.num.responses
msx-conf get dfs.namenode.lock.detailed-metrics.enabled
msx-conf get dfs.namenode.max.extra.edits.segments.retained
msx-conf get dfs.namenode.max.full.block.report.leases
msx-conf get dfs.namenode.max-lock-hold-to-release-lease-ms
msx-conf get dfs.namenode.max-num-blocks-to-log
msx-conf get dfs.namenode.max.objects
msx-conf get dfs.namenode.max.op.size
msx-conf get dfs.namenode.metrics.logger.period.seconds
msx-conf get dfs.namenode.min.supported.datanode.version
msx-conf get dfs.namenode.name.cache.threshold
msx-conf get dfs.namenode.name.dir
msx-conf get dfs.namenode.name.dir.restore
msx-conf get dfs.namenode.num.checkpoints.retained
msx-conf get dfs.namenode.num.extra.edits.retained
msx-conf get dfs.namenode.path.based.cache.block.map.allocation.percent
msx-conf get dfs.namenode.path.based.cache.refresh.interval.ms
msx-conf get dfs.namenode.path.based.cache.retry.interval.ms
msx-conf get dfs.namenode.quota.init-threads
msx-conf get dfs.namenode.read-lock-reporting-threshold-ms
msx-conf get dfs.namenode.reject-unresolved-dn-topology-mapping
msx-conf get dfs.namenode.replication.considerLoad
msx-conf get dfs.namenode.replication.considerLoad.factor
msx-conf get dfs.namenode.replication.interval
msx-conf get dfs.namenode.replication.max-streams
msx-conf get dfs.namenode.replication.max-streams-hard-limit
msx-conf get dfs.namenode.replication.min
msx-conf get dfs.namenode.replication.pending.timeout-sec
msx-conf get dfs.namenode.replication.work.multiplier.per.iteration
msx-conf get dfs.namenode.replqueue.threshold-pct
msx-conf get dfs.namenode.resource.checked.volumes
msx-conf get dfs.namenode.resource.checked.volumes.minimum
msx-conf get dfs.namenode.resource.check.interval
msx-conf get dfs.namenode.resource.du.reserved
msx-conf get dfs.namenode.retrycache.expirytime.millis
msx-conf get dfs.namenode.retrycache.heap.percent
msx-conf get dfs.namenode.rpc-address
msx-conf get dfs.namenode.rpc-bind-host
msx-conf get dfs.namenode.safemode.extension
msx-conf get dfs.namenode.safemode.extension.testing
msx-conf get dfs.namenode.safemode.min.datanodes
msx-conf get dfs.namenode.safemode.replication.min
msx-conf get dfs.namenode.safemode.threshold-pct
msx-conf get dfs.namenode.servicerpc-address
msx-conf get dfs.namenode.shared.edits.dir
msx-conf get dfs.namenode.stale.datanode.interval
msx-conf get dfs.namenode.stale.datanode.minimum.interval
msx-conf get dfs.namenode.startup
msx-conf get dfs.namenode.startup.delay.block.deletion.sec
msx-conf get dfs.namenode.support.allow.format
msx-conf get dfs.namenode.tolerate.heartbeat.multiplier
msx-conf get dfs.namenode.top.enabled
msx-conf get dfs.namenode.top.num.users
msx-conf get dfs.namenode.top.window.num.buckets
msx-conf get dfs.namenode.top.windows.minutes
msx-conf get dfs.namenode.write-lock-reporting-threshold-ms
msx-conf get dfs.namenode.write.stale.datanode.ratio
msx-conf get dfs.namenode.xattrs.enabled
msx-conf get dfs.nameservice.id
msx-conf get dfs.nameservices
msx-conf get dfs.permissions.enabled
msx-conf get dfs.permissions.superusergroup
msx-conf get dfs.pipeline.ecn
msx-conf get dfs.quota.by.storage.type.enabled
msx-conf get dfs.reformat.disabled
msx-conf get dfs.replication
msx-conf get DFS_REPLICATION
msx-conf get dfs.replication.max
msx-conf get dfs.short.circuit.shared.memory.watcher.interrupt.check.ms
msx-conf get dfs.storage.policy.enabled
msx-conf get dfs.support.append
msx-conf get dfs.trustedchannel.resolver.class
msx-conf get dfs.umask
msx-conf get dfs.user.home.dir.prefix
msx-conf get dfs.web.authentication.filter
msx-conf get dfs.web.authentication.kerberos.keytab
msx-conf get dfs.web.authentication.kerberos.principal
msx-conf get dfs.web.authentication.simple.anonymous.allowed
msx-conf get dfs.webhdfs.enabled
msx-conf get dfs.webhdfs.netty.high.watermark
msx-conf get dfs.webhdfs.netty.low.watermark
msx-conf get dfs.webhdfs.rest-csrf.enabled
msx-conf get dfs.webhdfs.ugi.expire.after.access
msx-conf get dfs.webhdfs.user.provider.user.pattern
msx-conf get dfs.web.ugi
msx-conf get dfs.xframe.enabled
