msx-conf get 
msx-conf getInt dfs.client.file-block-storage-locations.timeout.millis
msx-conf getInt dfs.client.hedged.read.threadpool.size
msx-conf getInt dfs.client.max.block.acquire.failures
msx-conf getInt dfs.client.mmap.cache.size
msx-conf getInt dfs.client.read.shortcircuit.buffer.size
msx-conf getInt dfs.client.read.shortcircuit.streams.cache.size
msx-conf getInt dfs.client.retry.interval-ms.get-last-block-length
msx-conf getInt dfs.client.retry.max.attempts
msx-conf getInt dfs.client.retry.times.get-last-block-length
msx-conf getInt dfs.client.retry.window.base
msx-conf getInt dfs.client.socketcache.capacity
msx-conf getInt dfs.client.socket.send.buffer.size
msx-conf getInt dfs.client.socket-timeout
msx-conf getInt dfs.client.test.drop.namenode.response.number
msx-conf getInt dfs.client.write.max-packets-in-flight
msx-conf getInt dfs.client-write-packet-size
msx-conf getInt dfs.content-summary.limit
msx-conf getInt dfs.corruptfilesreturned.max
msx-conf getInt dfs.datanode.balance.max.concurrent.moves
msx-conf getInt dfs.datanode.directoryscan.interval
msx-conf getInt dfs.datanode.directoryscan.threads
msx-conf getInt dfs.datanode.directoryscan.throttle.limit.ms.per.sec
msx-conf getInt dfs.datanode.failed.volumes.tolerated
msx-conf getInt dfs.datanode.fsdatasetcache.max.threads.per.volume
msx-conf getInt dfs.datanode.handler.count
msx-conf getInt dfs.datanode.http.internal-proxy.port
msx-conf getInt dfs.datanode.max.transfer.threads
msx-conf getInt dfs.datanode.metrics.logger.period.seconds
msx-conf getInt dfs.datanode.network.counts.cache.max.size
msx-conf getInt dfs.datanode.parallel.volumes.load.threads.num
msx-conf getInt dfs.datanode.socket.reuse.keepalive
msx-conf getInt dfs.datanode.socket.write.timeout
msx-conf getInt dfs.datanode.transfer.socket.recv.buffer.size
msx-conf getInt dfs.datanode.transfer.socket.send.buffer.size
msx-conf getInt dfs.ls.limit
msx-conf getInt dfs.namenode.decommission.blocks.per.interval
msx-conf getInt dfs.namenode.decommission.interval
msx-conf getInt dfs.namenode.decommission.interval.testing
msx-conf getInt dfs.namenode.decommission.max.concurrent.tracked.nodes
msx-conf getInt dfs.namenode.edekcacheloader.initial.delay.ms
msx-conf getInt dfs.namenode.edekcacheloader.interval.ms
msx-conf getInt dfs.namenode.edit.log.autoroll.check.interval.ms
msx-conf getInt dfs.namenode.edits.dir.minimum
msx-conf getInt dfs.namenode.file.close.num-committed-allowed
msx-conf getInt dfs.namenode.fs-limits.max-component-length
msx-conf getInt dfs.namenode.fs-limits.max-directory-items
msx-conf getInt dfs.namenode.fs-limits.max-xattr-size
msx-conf getInt dfs.namenode.fs-limits.max-xattrs-per-inode
msx-conf getInt dfs.namenode.handler.count
msx-conf getInt dfs.namenode.heartbeat.recheck-interval
msx-conf getInt dfs.namenode.lazypersist.file.scrub.interval.sec
msx-conf getInt dfs.namenode.list.cache.directives.num.responses
msx-conf getInt dfs.namenode.list.cache.pools.num.responses
msx-conf getInt dfs.namenode.list.encryption.zones.num.responses
msx-conf getInt dfs.namenode.list.openfiles.num.responses
msx-conf getInt dfs.namenode.max.extra.edits.segments.retained
msx-conf getInt dfs.namenode.max.full.block.report.leases
msx-conf getInt dfs.namenode.max.op.size
msx-conf getInt dfs.namenode.metrics.logger.period.seconds
msx-conf getInt dfs.namenode.name.cache.threshold
msx-conf getInt dfs.namenode.num.checkpoints.retained
msx-conf getInt dfs.namenode.quota.init-threads
msx-conf getInt dfs.namenode.replication.interval
msx-conf getInt dfs.namenode.replication.max-streams
msx-conf getInt dfs.namenode.replication.max-streams-hard-limit
msx-conf getInt dfs.namenode.replication.min
msx-conf getInt dfs.namenode.replication.pending.timeout-sec
msx-conf getInt dfs.namenode.replication.work.multiplier.per.iteration
msx-conf getInt dfs.namenode.resource.checked.volumes.minimum
msx-conf getInt dfs.namenode.safemode.extension
msx-conf getInt dfs.namenode.safemode.extension.testing
msx-conf getInt dfs.namenode.safemode.min.datanodes
msx-conf getInt dfs.namenode.safemode.replication.min
msx-conf getInt dfs.namenode.stale.datanode.minimum.interval
msx-conf getInt dfs.namenode.tolerate.heartbeat.multiplier
msx-conf getInt dfs.namenode.top.num.users
msx-conf getInt dfs.namenode.top.window.num.buckets
msx-conf getInt dfs.replication
msx-conf getInt dfs.replication.max
msx-conf getInt dfs.short.circuit.shared.memory.watcher.interrupt.check.ms
msx-conf getInt dfs.umask
msx-conf getInt dfs.webhdfs.netty.high.watermark
msx-conf getInt dfs.webhdfs.netty.low.watermark
msx-conf getInt dfs.webhdfs.ugi.expire.after.access
msx-conf getInt file.bytes-per-checksum
msx-conf getInt hadoop.caller.context.max.size
msx-conf getInt hadoop.caller.context.signature.max.size
msx-conf getInt hadoop.http.max.threads
msx-conf getInt hadoop.security.dns.log-slow-lookups.threshold.ms
msx-conf getInt hadoop.security.groups.cache.background.reload.threads
msx-conf getInt hbase.fs.async.create.retries
msx-conf getInt hbase.hlog.open.timeout
msx-conf getInt hbase.regionserver.hlog.replication
msx-conf getInt hbase.regionserver.hlog.slowsync.ms
msx-conf getInt hbase.regionserver.maxlogs
msx-conf getInt hbase.regionserver.wal.disruptor.event.count
msx-conf getInt hbase.regionserver.waltrailer.warn.size
msx-conf getInt hbase.wal.async.wait.on.shutdown.seconds
msx-conf getInt io.file.buffer.size
msx-conf getInt ipc.0.faircallqueue.priority-levels
msx-conf getInt ipc.0.scheduler.priority.levels
msx-conf getInt ipc.client.async.calls.max
msx-conf getInt ipc.client.connection.idle-scan-interval.ms
msx-conf getInt ipc.client.connection.maxidletime
msx-conf getInt ipc.client.connect.max.retries
msx-conf getInt ipc.client.connect.max.retries.on.sasl
msx-conf getInt ipc.client.connect.max.retries.on.timeouts
msx-conf getInt ipc.client.connect.retry.interval
msx-conf getInt ipc.client.connect.timeout
msx-conf getInt ipc.client.idlethreshold
msx-conf getInt ipc.client.kill.max
msx-conf getInt ipc.client.rpc-timeout.ms
msx-conf getInt ipc.maximum.data.length
msx-conf getInt ipc.maximum.response.length
msx-conf getInt ipc.ping.interval
msx-conf getInt ipc.server.handler.queue.size
msx-conf getInt ipc.server.listen.queue.size
msx-conf getInt ipc.server.max.connections
msx-conf getInt ipc.server.max.response.size
msx-conf getInt ipc.server.read.connection-queue.size
msx-conf getInt ipc.server.read.threadpool.size
msx-conf getInts dfs.metrics.percentiles.intervals
msx-conf getInts hadoop.user.group.metrics.percentiles.intervals
msx-conf getInts rpc.metrics.percentiles.intervals
msx-conf get io.file.buffer.size
msx-conf get ipc.0.backoff.enable
msx-conf get ipc.0.callqueue.impl
msx-conf get ipc.0.faircallqueue.priority-levels
msx-conf get ipc.0.scheduler.impl
msx-conf get ipc.0.scheduler.priority.levels
msx-conf get ipc.client.async.calls.max
msx-conf get ipc.client.connection.idle-scan-interval.ms
msx-conf get ipc.client.connection.maxidletime
msx-conf get ipc.client.connect.max.retries
msx-conf get ipc.client.connect.max.retries.on.sasl
msx-conf get ipc.client.connect.max.retries.on.timeouts
msx-conf get ipc.client.connect.retry.interval
msx-conf get ipc.client.connect.timeout
msx-conf get ipc.client.fallback-to-simple-auth-allowed
msx-conf get ipc.client.idlethreshold
msx-conf get ipc.client.kill.max
msx-conf get ipc.client.low-latency
msx-conf get ipc.client.ping
msx-conf get ipc.client.rpc-timeout.ms
msx-conf get ipc.client.tcpnodelay
msx-conf get ipc.maximum.data.length
msx-conf get ipc.maximum.response.length
msx-conf get ipc.ping.interval
msx-conf get ipc.server.handler.queue.size
msx-conf get ipc.server.listen.queue.size
msx-conf get ipc.server.log.slow.rpc
msx-conf get ipc.server.max.connections
msx-conf get ipc.server.max.response.size
msx-conf get ipc.server.read.connection-queue.size
msx-conf get ipc.server.read.threadpool.size
msx-conf get ipc.server.tcpnodelay
msx-conf get jvm.pause.info-threshold.ms
msx-conf get jvm.pause.warn-threshold.ms
msx-conf getLongBytes dfs.balancer.getBlocks.min-block-size
msx-conf getLongBytes dfs.blocksize
msx-conf getLongBytes dfs.datanode.balance.bandwidthPerSec
msx-conf getLong dfs.blockreport.incremental.intervalMsec
msx-conf getLong dfs.blockreport.initialDelay
msx-conf getLong dfs.blockreport.intervalMsec
msx-conf getLong dfs.blockreport.split.threshold
msx-conf getLong dfs.block.scanner.volume.bytes.per.second
msx-conf getLong dfs.cachereport.intervalMsec
msx-conf getLong dfs.client.datanode-restart.timeout
msx-conf getLong dfs.client.hedged.read.threshold.millis
msx-conf getLong dfs.client.key.provider.cache.expiry
msx-conf getLong dfs.client.mmap.cache.timeout.ms
msx-conf getLong dfs.client.mmap.retry.timeout.ms
msx-conf getLong dfs.client.read.prefetch.size
msx-conf getLong dfs.client.read.short.circuit.replica.stale.threshold.ms
msx-conf getLong dfs.client.read.shortcircuit.streams.cache.expiry.ms
msx-conf getLong dfs.client.server-defaults.validity.period.ms
msx-conf getLong dfs.client.slow.io.warning.threshold.ms
msx-conf getLong dfs.client.socketcache.expiryMsec
msx-conf getLong dfs.client.write.exclude.nodes.cache.expiry.interval.millis
msx-conf getLong dfs.content-summary.sleep-microsec
msx-conf getLong dfs.datanode.bp-ready.timeout
msx-conf getLong dfs.datanode.cache.revocation.polling.ms
msx-conf getLong dfs.datanode.cache.revocation.timeout.ms
msx-conf getLong dfs.datanode.du.reserved
msx-conf getLong dfs.datanode.du.reserved.disk
msx-conf getLong dfs.datanode.lifeline.interval.seconds
msx-conf getLong dfs.datanode.max.locked.memory
msx-conf getLong dfs.datanode.readahead.bytes
msx-conf getLong dfs.datanode.restart.replica.expiration
msx-conf getLong dfs.datanode.scan.period.hours
msx-conf getLong dfs.datanode.slow.io.warning.threshold.ms
msx-conf getLong dfs.datanode.xceiver.stop.timeout.millis
msx-conf getLong dfs.heartbeat.interval
msx-conf getLong dfs.namenode.accesstime.precision
msx-conf getLong dfs.namenode.blocks.per.postponedblocks.rescan
msx-conf getLong dfs.namenode.checkpoint.period
msx-conf getLong dfs.namenode.checkpoint.txns
msx-conf getLong dfs.namenode.delegation.key.update-interval
msx-conf getLong dfs.namenode.delegation.token.max-lifetime
msx-conf getLong dfs.namenode.delegation.token.renew-interval
msx-conf getLong dfs.namenode.fs-limits.max-blocks-per-file
msx-conf getLong dfs.namenode.fs-limits.min-block-size
msx-conf getLong dfs.namenode.full.block.report.lease.length.ms
msx-conf getLong dfs.namenode.lease-recheck-interval-ms
msx-conf getLong dfs.namenode.max-lock-hold-to-release-lease-ms
msx-conf getLong dfs.namenode.max-num-blocks-to-log
msx-conf getLong dfs.namenode.max.objects
msx-conf getLong dfs.namenode.num.extra.edits.retained
msx-conf getLong dfs.namenode.path.based.cache.refresh.interval.ms
msx-conf getLong dfs.namenode.path.based.cache.retry.interval.ms
msx-conf getLong dfs.namenode.read-lock-reporting-threshold-ms
msx-conf getLong dfs.namenode.resource.check.interval
msx-conf getLong dfs.namenode.resource.du.reserved
msx-conf getLong dfs.namenode.retrycache.expirytime.millis
msx-conf getLong dfs.namenode.stale.datanode.interval
msx-conf getLong dfs.namenode.startup.delay.block.deletion.sec
msx-conf getLong dfs.namenode.write-lock-reporting-threshold-ms
msx-conf getLong fs.df.interval
msx-conf getLong fs.du.interval
msx-conf getLong fs.getspaceused.jitterMillis
msx-conf getLong fs.local.block.size
msx-conf getLong fs.trash.interval
msx-conf getLong hadoop.kerberos.min.seconds.before.relogin
msx-conf getLong hadoop.security.groups.cache.secs
msx-conf getLong hadoop.security.groups.cache.warn.after.ms
msx-conf getLong hadoop.security.groups.negative-cache.secs
msx-conf getLong hbase.regionserver.hlog.blocksize
msx-conf getLong hbase.regionserver.hlog.sync.timeout
msx-conf getLong hbase.regionserver.offheap.global.memstore.size
msx-conf getLong hbase.wal.batch.size
msx-conf getLong jvm.pause.info-threshold.ms
msx-conf getLong jvm.pause.warn-threshold.ms
msx-conf get mapreduce.task.attempt.id
msx-conf get namenode.htrace.sampler.classes
msx-conf get namenode.htrace.span.receiver.classes
msx-conf get namenode.htrace.tracer.id
msx-conf get net.topology.impl
msx-conf get net.topology.node.switch.mapping.impl
msx-conf getRaw dfs.datanode.plugins
msx-conf getRaw dfs.namenode.name.dir
msx-conf getRaw dfs.namenode.plugins
msx-conf getRaw hadoop.http.filter.initializers
msx-conf getRaw hbase.tmp.dir
msx-conf getResource core-default.xml
msx-conf getResource core-site.xml
msx-conf getResource hadoop-site.xml
msx-conf getResource hbase-default.xml
msx-conf getResource hbase-site.xml
msx-conf getResource hdfs-default.xml
msx-conf getResource hdfs-site.xml
msx-conf getResource mapred-default.xml
msx-conf getResource mapred-site.xml
msx-conf getResource yarn-default.xml
msx-conf getResource yarn-site.xml
msx-conf get rpc.engine.org.apache.hadoop.hdfs.protocolPB.ClientDatanodeProtocolPB
msx-conf get rpc.engine.org.apache.hadoop.hdfs.protocolPB.ClientNamenodeProtocolPB
msx-conf get rpc.engine.org.apache.hadoop.hdfs.protocolPB.DatanodeProtocolPB
msx-conf get rpc.metrics.percentiles.intervals
msx-conf getStrings hadoop.configured.node.mapping
msx-conf getStrings hbase.coprocessor.wal.classes
msx-conf getTimeDuration dfs.lock.suppress.warning.interval
msx-conf getTrimmed dfs.balancer.getBlocks.min-block-size
msx-conf getTrimmed dfs.block.access.token.enable
msx-conf getTrimmed dfs.block.invalidate.limit
msx-conf getTrimmed dfs.block.misreplication.processing.limit
msx-conf getTrimmed dfs.block.replicator.classname
msx-conf getTrimmed dfs.blockreport.incremental.intervalMsec
msx-conf getTrimmed dfs.blockreport.initialDelay
msx-conf getTrimmed dfs.blockreport.intervalMsec
msx-conf getTrimmed dfs.blockreport.split.threshold
msx-conf getTrimmed dfs.block.scanner.volume.bytes.per.second
msx-conf getTrimmed dfs.blocksize
msx-conf getTrimmed dfs.bytes-per-checksum
msx-conf getTrimmed dfs.cachereport.intervalMsec
msx-conf getTrimmed dfs.client.block.write.locateFollowingBlock.initial.delay.ms
msx-conf getTrimmed dfs.client.block.write.locateFollowingBlock.retries
msx-conf getTrimmed dfs.client.block.write.replace-datanode-on-failure.best-effort
msx-conf getTrimmed dfs.client.block.write.replace-datanode-on-failure.enable
msx-conf getTrimmed dfs.client.block.write.replace-datanode-on-failure.min-replication
msx-conf getTrimmed dfs.client.block.write.retries
msx-conf getTrimmed dfs.client.cached.conn.retry
msx-conf getTrimmed dfs.client.datanode-restart.timeout
msx-conf getTrimmed dfs.client.domain.socket.data.traffic
msx-conf getTrimmed dfs.client.failover.max.attempts
msx-conf getTrimmed dfs.client.failover.proxy.provider.localhost
msx-conf getTrimmed dfs.client.failover.sleep.base.millis
msx-conf getTrimmed dfs.client.failover.sleep.max.millis
msx-conf getTrimmed dfs.client.file-block-storage-locations.num-threads
msx-conf getTrimmed dfs.client.file-block-storage-locations.timeout.millis
msx-conf getTrimmed dfs.client.hedged.read.threadpool.size
msx-conf getTrimmed dfs.client.hedged.read.threshold.millis
msx-conf getTrimmed dfs.client.key.provider.cache.expiry
msx-conf getTrimmed dfs.client.max.block.acquire.failures
msx-conf getTrimmed dfs.client.mmap.cache.size
msx-conf getTrimmed dfs.client.mmap.cache.timeout.ms
msx-conf getTrimmed dfs.client.mmap.enabled
msx-conf getTrimmed dfs.client.mmap.retry.timeout.ms
msx-conf getTrimmed dfs.client.read.prefetch.size
msx-conf getTrimmed dfs.client.read.shortcircuit
msx-conf getTrimmed dfs.client.read.shortcircuit.buffer.size
msx-conf getTrimmed dfs.client.read.short.circuit.replica.stale.threshold.ms
msx-conf getTrimmed dfs.client.read.shortcircuit.skip.checksum
msx-conf getTrimmed dfs.client.read.shortcircuit.streams.cache.expiry.ms
msx-conf getTrimmed dfs.client.read.shortcircuit.streams.cache.size
msx-conf getTrimmed dfs.client.retry.interval-ms.get-last-block-length
msx-conf getTrimmed dfs.client.retry.max.attempts
msx-conf getTrimmed dfs.client.retry.policy.enabled
msx-conf getTrimmed dfs.client.retry.times.get-last-block-length
msx-conf getTrimmed dfs.client.retry.window.base
msx-conf getTrimmed dfs.client.server-defaults.validity.period.ms
msx-conf getTrimmed dfs.client.slow.io.warning.threshold.ms
msx-conf getTrimmed dfs.client.socketcache.capacity
msx-conf getTrimmed dfs.client.socketcache.expiryMsec
msx-conf getTrimmed dfs.client.socket.send.buffer.size
msx-conf getTrimmed dfs.client.socket-timeout
msx-conf getTrimmed dfs.client.test.drop.namenode.response.number
msx-conf getTrimmed dfs.client.use.datanode.hostname
msx-conf getTrimmed dfs.client.use.legacy.blockreader
msx-conf getTrimmed dfs.client.use.legacy.blockreader.local
msx-conf getTrimmed dfs.client.write.byte-array-manager.enabled
msx-conf getTrimmed dfs.client.write.exclude.nodes.cache.expiry.interval.millis
msx-conf getTrimmed dfs.client.write.max-packets-in-flight
msx-conf getTrimmed dfs.client-write-packet-size
msx-conf getTrimmed dfs.content-summary.limit
msx-conf getTrimmed dfs.content-summary.sleep-microsec
msx-conf getTrimmed dfs.corruptfilesreturned.max
msx-conf getTrimmed dfs.datanode.address
msx-conf getTrimmed dfs.datanode.balance.bandwidthPerSec
msx-conf getTrimmed dfs.datanode.balance.max.concurrent.moves
msx-conf getTrimmed dfs.datanode.block-pinning.enabled
msx-conf getTrimmed dfs.datanode.bp-ready.timeout
msx-conf getTrimmed dfs.datanode.cache.revocation.polling.ms
msx-conf getTrimmed dfs.datanode.cache.revocation.timeout.ms
msx-conf getTrimmed dfs.datanode.directoryscan.interval
msx-conf getTrimmed dfs.datanode.directoryscan.threads
msx-conf getTrimmed dfs.datanode.directoryscan.throttle.limit.ms.per.sec
msx-conf getTrimmed dfs.datanode.drop.cache.behind.reads
msx-conf getTrimmed dfs.datanode.drop.cache.behind.writes
msx-conf getTrimmed dfs.datanode.duplicate.replica.deletion
msx-conf getTrimmed dfs.datanode.du.reserved
msx-conf getTrimmed dfs.datanode.du.reserved.disk
msx-conf getTrimmed dfs.datanode.failed.volumes.tolerated
msx-conf getTrimmed dfs.datanode.fsdatasetcache.max.threads.per.volume
msx-conf getTrimmed dfs.datanode.fsdataset.factory
msx-conf getTrimmed dfs.datanode.fsdataset.volume.choosing.policy
msx-conf getTrimmed dfs.datanode.handler.count
msx-conf getTrimmed dfs.datanode.hdfs-blocks-metadata.enabled
msx-conf getTrimmed dfs.datanode.http.address
msx-conf getTrimmed dfs.datanode.http.internal-proxy.port
msx-conf getTrimmed dfs.datanode.https.address
msx-conf getTrimmed dfs.datanode.ipc.address
msx-conf getTrimmed dfs.datanode.lifeline.interval.seconds
msx-conf getTrimmed dfs.datanode.max.locked.memory
msx-conf getTrimmed dfs.datanode.max.transfer.threads
msx-conf getTrimmed dfs.datanode.metrics.logger.period.seconds
msx-conf getTrimmed dfs.datanode.network.counts.cache.max.size
msx-conf getTrimmed dfs.datanode.non.local.lazy.persist
msx-conf getTrimmed dfs.datanode.parallel.volumes.load.threads.num
msx-conf getTrimmed dfs.datanode.ram.disk.replica.tracker
msx-conf getTrimmed dfs.datanode.readahead.bytes
msx-conf getTrimmed dfs.datanode.restart.replica.expiration
msx-conf getTrimmed dfs.datanode.scan.period.hours
msx-conf getTrimmed dfs.datanode.slow.io.warning.threshold.ms
msx-conf getTrimmed dfs.datanode.socket.reuse.keepalive
msx-conf getTrimmed dfs.datanode.socket.write.timeout
msx-conf getTrimmed dfs.datanode.sync.behind.writes
msx-conf getTrimmed dfs.datanode.sync.behind.writes.in.background
msx-conf getTrimmed dfs.datanode.synconclose
msx-conf getTrimmed dfs.datanode.transfer.socket.recv.buffer.size
msx-conf getTrimmed dfs.datanode.transfer.socket.send.buffer.size
msx-conf getTrimmed dfs.datanode.transferTo.allowed
msx-conf getTrimmed dfs.datanode.use.datanode.hostname
msx-conf getTrimmed dfs.datanode.xceiver.stop.timeout.millis
msx-conf getTrimmed dfs.data.transfer.client.tcpnodelay
msx-conf getTrimmed dfs.domain.socket.path
msx-conf getTrimmed dfs.encrypt.data.transfer
msx-conf getTrimmed dfs.ha.allow.stale.reads
msx-conf getTrimmed dfs.ha.namenode.id
msx-conf getTrimmed dfs.ha.standby.checkpoints
msx-conf getTrimmed dfs.heartbeat.interval
msx-conf getTrimmed dfs.image.compress
msx-conf getTrimmed dfs.ls.limit
msx-conf getTrimmed dfs.namenode.accesstime.precision
msx-conf getTrimmed dfs.namenode.acls.enabled
msx-conf getTrimmed dfs.namenode.audit.log.async
msx-conf getTrimmed dfs.namenode.audit.log.token.tracking.id
msx-conf getTrimmed dfs.namenode.avoid.read.stale.datanode
msx-conf getTrimmed dfs.namenode.avoid.write.stale.datanode
msx-conf getTrimmed dfs.namenode.block-placement-policy.default.prefer-local-node
msx-conf getTrimmed dfs.namenode.blocks.per.postponedblocks.rescan
msx-conf getTrimmed dfs.namenode.checkpoint.period
msx-conf getTrimmed dfs.namenode.checkpoint.txns
msx-conf getTrimmed dfs.namenode.datanode.registration.ip-hostname-check
msx-conf getTrimmed dfs.namenode.decommission.blocks.per.interval
msx-conf getTrimmed dfs.namenode.decommission.interval
msx-conf getTrimmed dfs.namenode.decommission.interval.testing
msx-conf getTrimmed dfs.namenode.decommission.max.concurrent.tracked.nodes
msx-conf getTrimmed dfs.namenode.delegation.key.update-interval
msx-conf getTrimmed dfs.namenode.delegation.token.always-use
msx-conf getTrimmed dfs.namenode.delegation.token.max-lifetime
msx-conf getTrimmed dfs.namenode.delegation.token.renew-interval
msx-conf getTrimmed dfs.namenode.edekcacheloader.initial.delay.ms
msx-conf getTrimmed dfs.namenode.edekcacheloader.interval.ms
msx-conf getTrimmed dfs.namenode.edit.log.autoroll.check.interval.ms
msx-conf getTrimmed dfs.namenode.edit.log.autoroll.multiplier.threshold
msx-conf getTrimmed dfs.namenode.edits.asynclogging
msx-conf getTrimmed dfs.namenode.edits.dir.minimum
msx-conf getTrimmed dfs.namenode.edits.noeditlogchannelflush
msx-conf getTrimmed dfs.namenode.enable.retrycache
msx-conf getTrimmed dfs.namenode.file.close.num-committed-allowed
msx-conf getTrimmed dfs.namenode.fs-limits.max-blocks-per-file
msx-conf getTrimmed dfs.namenode.fs-limits.max-component-length
msx-conf getTrimmed dfs.namenode.fs-limits.max-directory-items
msx-conf getTrimmed dfs.namenode.fs-limits.max-xattr-size
msx-conf getTrimmed dfs.namenode.fs-limits.max-xattrs-per-inode
msx-conf getTrimmed dfs.namenode.fs-limits.min-block-size
msx-conf getTrimmed dfs.namenode.fslock.fair
msx-conf getTrimmed dfs.namenode.full.block.report.lease.length.ms
msx-conf getTrimmed dfs.namenode.handler.count
msx-conf getTrimmed dfs.namenode.heartbeat.recheck-interval
msx-conf getTrimmed dfs.namenode.hosts.provider.classname
msx-conf getTrimmed dfs.namenode.http-address
msx-conf getTrimmed dfs.namenode.http-bind-host
msx-conf getTrimmed dfs.namenode.https-address
msx-conf getTrimmed dfs.namenode.https-bind-host
msx-conf getTrimmed dfs.namenode.inode.attributes.provider.class
msx-conf getTrimmed dfs.namenode.invalidate.work.pct.per.iteration
msx-conf getTrimmed dfs.namenode.lazypersist.file.scrub.interval.sec
msx-conf getTrimmed dfs.namenode.lease-recheck-interval-ms
msx-conf getTrimmed dfs.namenode.lifeline.rpc-address
msx-conf getTrimmed dfs.namenode.list.cache.directives.num.responses
msx-conf getTrimmed dfs.namenode.list.cache.pools.num.responses
msx-conf getTrimmed dfs.namenode.list.encryption.zones.num.responses
msx-conf getTrimmed dfs.namenode.list.openfiles.num.responses
msx-conf getTrimmed dfs.namenode.lock.detailed-metrics.enabled
msx-conf getTrimmed dfs.namenode.max.extra.edits.segments.retained
msx-conf getTrimmed dfs.namenode.max.full.block.report.leases
msx-conf getTrimmed dfs.namenode.max-lock-hold-to-release-lease-ms
msx-conf getTrimmed dfs.namenode.max-num-blocks-to-log
msx-conf getTrimmed dfs.namenode.max.objects
msx-conf getTrimmed dfs.namenode.max.op.size
msx-conf getTrimmed dfs.namenode.metrics.logger.period.seconds
msx-conf getTrimmed dfs.namenode.name.cache.threshold
msx-conf getTrimmed dfs.namenode.name.dir.restore
msx-conf getTrimmed dfs.namenode.num.checkpoints.retained
msx-conf getTrimmed dfs.namenode.num.extra.edits.retained
msx-conf getTrimmed dfs.namenode.path.based.cache.block.map.allocation.percent
msx-conf getTrimmed dfs.namenode.path.based.cache.refresh.interval.ms
msx-conf getTrimmed dfs.namenode.path.based.cache.retry.interval.ms
msx-conf getTrimmed dfs.namenode.quota.init-threads
msx-conf getTrimmed dfs.namenode.read-lock-reporting-threshold-ms
msx-conf getTrimmed dfs.namenode.reject-unresolved-dn-topology-mapping
msx-conf getTrimmed dfs.namenode.replication.considerLoad
msx-conf getTrimmed dfs.namenode.replication.considerLoad.factor
msx-conf getTrimmed dfs.namenode.replication.interval
msx-conf getTrimmed dfs.namenode.replication.max-streams
msx-conf getTrimmed dfs.namenode.replication.max-streams-hard-limit
msx-conf getTrimmed dfs.namenode.replication.min
msx-conf getTrimmed dfs.namenode.replication.pending.timeout-sec
msx-conf getTrimmed dfs.namenode.replication.work.multiplier.per.iteration
msx-conf getTrimmed dfs.namenode.replqueue.threshold-pct
msx-conf getTrimmed dfs.namenode.resource.checked.volumes.minimum
msx-conf getTrimmed dfs.namenode.resource.check.interval
msx-conf getTrimmed dfs.namenode.resource.du.reserved
msx-conf getTrimmed dfs.namenode.retrycache.expirytime.millis
msx-conf getTrimmed dfs.namenode.retrycache.heap.percent
msx-conf getTrimmed dfs.namenode.rpc-bind-host
msx-conf getTrimmed dfs.namenode.safemode.extension
msx-conf getTrimmed dfs.namenode.safemode.extension.testing
msx-conf getTrimmed dfs.namenode.safemode.min.datanodes
msx-conf getTrimmed dfs.namenode.safemode.replication.min
msx-conf getTrimmed dfs.namenode.safemode.threshold-pct
msx-conf getTrimmed dfs.namenode.servicerpc-address
msx-conf getTrimmed dfs.namenode.stale.datanode.interval
msx-conf getTrimmed dfs.namenode.stale.datanode.minimum.interval
msx-conf getTrimmed dfs.namenode.startup.delay.block.deletion.sec
msx-conf getTrimmed dfs.namenode.support.allow.format
msx-conf getTrimmed dfs.namenode.tolerate.heartbeat.multiplier
msx-conf getTrimmed dfs.namenode.top.enabled
msx-conf getTrimmed dfs.namenode.top.num.users
msx-conf getTrimmed dfs.namenode.top.window.num.buckets
msx-conf getTrimmed dfs.namenode.write-lock-reporting-threshold-ms
msx-conf getTrimmed dfs.namenode.write.stale.datanode.ratio
msx-conf getTrimmed dfs.namenode.xattrs.enabled
msx-conf getTrimmed dfs.permissions.enabled
msx-conf getTrimmed dfs.pipeline.ecn
msx-conf getTrimmed dfs.quota.by.storage.type.enabled
msx-conf getTrimmed dfs.reformat.disabled
msx-conf getTrimmed dfs.replication
msx-conf getTrimmed dfs.replication.max
msx-conf getTrimmed dfs.short.circuit.shared.memory.watcher.interrupt.check.ms
msx-conf getTrimmed dfs.storage.policy.enabled
msx-conf getTrimmed dfs.support.append
msx-conf getTrimmed dfs.trustedchannel.resolver.class
msx-conf getTrimmed dfs.umask
msx-conf getTrimmed dfs.webhdfs.enabled
msx-conf getTrimmed dfs.webhdfs.netty.high.watermark
msx-conf getTrimmed dfs.webhdfs.netty.low.watermark
msx-conf getTrimmed dfs.webhdfs.rest-csrf.enabled
msx-conf getTrimmed dfs.webhdfs.ugi.expire.after.access
msx-conf getTrimmed dfs.xframe.enabled
msx-conf getTrimmed dfs.xframe.value
msx-conf getTrimmed file.bytes-per-checksum
msx-conf getTrimmed fs.automatic.close
msx-conf getTrimmed fs.client.resolve.remote.symlinks
msx-conf getTrimmed fs.df.interval
msx-conf getTrimmed fs.du.interval
msx-conf getTrimmed fs.file.impl
msx-conf getTrimmed fs.file.impl.disable.cache
msx-conf getTrimmed fs.getspaceused.classname
msx-conf getTrimmed fs.getspaceused.jitterMillis
msx-conf getTrimmed fs.hdfs.impl
msx-conf getTrimmed fs.hdfs.impl.disable.cache
msx-conf getTrimmed fs.local.block.size
msx-conf getTrimmed fs.trash.interval
