msx-conf get 
msx-conf get dfs.datanode.hdfs-blocks-metadata.enabled
msx-conf get dfs.datanode.hostname
msx-conf get dfs.datanode.http.address
msx-conf get dfs.datanode.http.internal-proxy.port
msx-conf get dfs.datanode.https.address
msx-conf get dfs.datanode.ipc.address
msx-conf get dfs.datanode.lifeline.interval.seconds
msx-conf get dfs.datanode.max.locked.memory
msx-conf get dfs.datanode.max.transfer.threads
msx-conf get dfs.datanode.metrics.logger.period.seconds
msx-conf get dfs.datanode.min.supported.namenode.version
msx-conf get dfs.datanode.network.counts.cache.max.size
msx-conf get dfs.datanode.non.local.lazy.persist
msx-conf get dfs.datanode.oob.timeout-ms
msx-conf get dfs.datanode.parallel.volumes.load.threads.num
msx-conf get dfs.datanode.ram.disk.replica.tracker
msx-conf get dfs.datanode.readahead.bytes
msx-conf get dfs.datanode.restart.replica.expiration
msx-conf get dfs.datanode.scan.period.hours
msx-conf get dfs.datanode.shared.file.descriptor.paths
msx-conf get dfs.datanode.slow.io.warning.threshold.ms
msx-conf get dfs.datanode.socket.reuse.keepalive
msx-conf get dfs.datanode.socket.write.timeout
msx-conf get dfs.datanode.startup
msx-conf get dfs.datanode.sync.behind.writes
msx-conf get dfs.datanode.sync.behind.writes.in.background
msx-conf get dfs.datanode.synconclose
msx-conf get dfs.datanode.transfer.socket.recv.buffer.size
msx-conf get dfs.datanode.transfer.socket.send.buffer.size
msx-conf get dfs.datanode.transferTo.allowed
msx-conf get dfs.datanode.use.datanode.hostname
msx-conf get dfs.datanode.xceiver.stop.timeout.millis
msx-conf get dfs.data.transfer.client.tcpnodelay
msx-conf get dfs.data.transfer.protection
msx-conf get dfs.domain.socket.path
msx-conf get dfs.encrypt.data.transfer
msx-conf get dfs.encrypt.data.transfer.algorithm
msx-conf get dfs.ha.allow.stale.reads
msx-conf get dfs.ha.namenode.id
msx-conf get dfs.ha.namenodes
msx-conf get dfs.ha.standby.checkpoints
msx-conf get dfs.heartbeat.interval
msx-conf get dfs.hosts
msx-conf get dfs.hosts.exclude
msx-conf get dfs.http.policy
msx-conf get dfs.image.compress
msx-conf get dfs.internal.nameservices
msx-conf get dfs.lock.suppress.warning.interval
msx-conf get dfs.ls.limit
msx-conf get dfs.metrics.percentiles.intervals
msx-conf get dfs.metrics.session-id
msx-conf get dfs.namenode.accesstime.precision
msx-conf get dfs.namenode.acls.enabled
msx-conf get dfs.namenode.audit.log.async
msx-conf get dfs.namenode.audit.log.debug.cmdlist
msx-conf get dfs.namenode.audit.loggers
msx-conf get dfs.namenode.audit.log.token.tracking.id
msx-conf get dfs.namenode.avoid.read.stale.datanode
msx-conf get dfs.namenode.avoid.write.stale.datanode
msx-conf get dfs.namenode.block-placement-policy.default.prefer-local-node
msx-conf get dfs.namenode.blocks.per.postponedblocks.rescan
msx-conf get dfs.namenode.checkpoint.dir
msx-conf get dfs.namenode.checkpoint.period
msx-conf get dfs.namenode.checkpoint.txns
msx-conf get dfs.namenode.datanode.registration.ip-hostname-check
msx-conf get dfs.namenode.decommission.blocks.per.interval
msx-conf get dfs.namenode.decommission.interval
msx-conf get dfs.namenode.decommission.interval.testing
msx-conf get dfs.namenode.decommission.max.concurrent.tracked.nodes
msx-conf get dfs.namenode.decommission.nodes.per.interval
msx-conf get dfs.namenode.delegation.key.update-interval
msx-conf get dfs.namenode.delegation.token.always-use
msx-conf get dfs.namenode.delegation.token.max-lifetime
msx-conf get dfs.namenode.delegation.token.renew-interval
msx-conf get dfs.namenode.edekcacheloader.initial.delay.ms
msx-conf get dfs.namenode.edekcacheloader.interval.ms
msx-conf get dfs.namenode.edit.log.autoroll.check.interval.ms
msx-conf get dfs.namenode.edit.log.autoroll.multiplier.threshold
msx-conf get dfs.namenode.edits.asynclogging
msx-conf get dfs.namenode.edits.dir
msx-conf get dfs.namenode.edits.dir.minimum
msx-conf get dfs.namenode.edits.dir.required
msx-conf get dfs.namenode.edits.noeditlogchannelflush
msx-conf get dfs.namenode.enable.retrycache
msx-conf get dfs.namenode.file.close.num-committed-allowed
msx-conf get dfs.namenode.fs-limits.max-blocks-per-file
msx-conf get dfs.namenode.fs-limits.max-component-length
msx-conf get dfs.namenode.fs-limits.max-directory-items
msx-conf get dfs.namenode.fs-limits.max-xattr-size
msx-conf get dfs.namenode.fs-limits.max-xattrs-per-inode
msx-conf get dfs.namenode.fs-limits.min-block-size
msx-conf get dfs.namenode.fslock.fair
msx-conf get dfs.namenode.full.block.report.lease.length.ms
msx-conf get dfs.namenode.handler.count
msx-conf get dfs.namenode.heartbeat.recheck-interval
msx-conf get dfs.namenode.hosts.provider.classname
msx-conf get dfs.namenode.http-address
msx-conf get dfs.namenode.http-bind-host
msx-conf get dfs.namenode.https-address
msx-conf get dfs.namenode.https-bind-host
msx-conf get dfs.namenode.inode.attributes.provider.class
msx-conf get dfs.namenode.invalidate.work.pct.per.iteration
msx-conf get dfs.namenode.keytab.file
msx-conf get dfs.namenode.lazypersist.file.scrub.interval.sec
msx-conf get dfs.namenode.lease-recheck-interval-ms
msx-conf get dfs.namenode.lifeline.rpc-address
msx-conf get dfs.namenode.list.cache.directives.num.responses
msx-conf get dfs.namenode.list.cache.pools.num.responses
msx-conf get dfs.namenode.list.encryption.zones.num.responses
msx-conf get dfs.namenode.list.openfiles.num.responses
msx-conf get dfs.namenode.lock.detailed-metrics.enabled
msx-conf get dfs.namenode.max.extra.edits.segments.retained
msx-conf get dfs.namenode.max.full.block.report.leases
msx-conf get dfs.namenode.max-lock-hold-to-release-lease-ms
msx-conf get dfs.namenode.max-num-blocks-to-log
msx-conf get dfs.namenode.max.objects
msx-conf get dfs.namenode.max.op.size
msx-conf get dfs.namenode.metrics.logger.period.seconds
msx-conf get dfs.namenode.min.supported.datanode.version
msx-conf get dfs.namenode.name.cache.threshold
msx-conf get dfs.namenode.name.dir
msx-conf get dfs.namenode.name.dir.restore
msx-conf get dfs.namenode.num.checkpoints.retained
msx-conf get dfs.namenode.num.extra.edits.retained
msx-conf get dfs.namenode.path.based.cache.block.map.allocation.percent
msx-conf get dfs.namenode.path.based.cache.refresh.interval.ms
msx-conf get dfs.namenode.path.based.cache.retry.interval.ms
msx-conf get dfs.namenode.quota.init-threads
msx-conf get dfs.namenode.read-lock-reporting-threshold-ms
msx-conf get dfs.namenode.reject-unresolved-dn-topology-mapping
msx-conf get dfs.namenode.replication.considerLoad
msx-conf get dfs.namenode.replication.considerLoad.factor
msx-conf get dfs.namenode.replication.interval
msx-conf get dfs.namenode.replication.max-streams
msx-conf get dfs.namenode.replication.max-streams-hard-limit
msx-conf get dfs.namenode.replication.min
msx-conf get dfs.namenode.replication.pending.timeout-sec
msx-conf get dfs.namenode.replication.work.multiplier.per.iteration
msx-conf get dfs.namenode.replqueue.threshold-pct
msx-conf get dfs.namenode.resource.checked.volumes
msx-conf get dfs.namenode.resource.checked.volumes.minimum
msx-conf get dfs.namenode.resource.check.interval
msx-conf get dfs.namenode.resource.du.reserved
msx-conf get dfs.namenode.retrycache.expirytime.millis
msx-conf get dfs.namenode.retrycache.heap.percent
msx-conf get dfs.namenode.rpc-address
msx-conf get dfs.namenode.rpc-bind-host
msx-conf get dfs.namenode.safemode.extension
msx-conf get dfs.namenode.safemode.extension.testing
msx-conf get dfs.namenode.safemode.min.datanodes
msx-conf get dfs.namenode.safemode.replication.min
msx-conf get dfs.namenode.safemode.threshold-pct
msx-conf get dfs.namenode.servicerpc-address
msx-conf get dfs.namenode.shared.edits.dir
msx-conf get dfs.namenode.stale.datanode.interval
msx-conf get dfs.namenode.stale.datanode.minimum.interval
msx-conf get dfs.namenode.startup
msx-conf get dfs.namenode.startup.delay.block.deletion.sec
msx-conf get dfs.namenode.support.allow.format
msx-conf get dfs.namenode.tolerate.heartbeat.multiplier
msx-conf get dfs.namenode.top.enabled
msx-conf get dfs.namenode.top.num.users
msx-conf get dfs.namenode.top.window.num.buckets
msx-conf get dfs.namenode.top.windows.minutes
msx-conf get dfs.namenode.write-lock-reporting-threshold-ms
msx-conf get dfs.namenode.write.stale.datanode.ratio
msx-conf get dfs.namenode.xattrs.enabled
msx-conf get dfs.nameservice.id
msx-conf get dfs.nameservices
msx-conf get dfs.permissions.enabled
msx-conf get dfs.permissions.superusergroup
msx-conf get dfs.pipeline.ecn
msx-conf get dfs.quota.by.storage.type.enabled
msx-conf get dfs.reformat.disabled
msx-conf get dfs.replication
msx-conf get dfs.replication.max
msx-conf get dfs.short.circuit.shared.memory.watcher.interrupt.check.ms
msx-conf get dfs.storage.policy.enabled
msx-conf get dfs.support.append
msx-conf get dfs.trustedchannel.resolver.class
msx-conf get dfs.umask
msx-conf get dfs.user.home.dir.prefix
msx-conf get dfs.web.authentication.filter
msx-conf get dfs.web.authentication.kerberos.keytab
msx-conf get dfs.web.authentication.kerberos.principal
msx-conf get dfs.web.authentication.simple.anonymous.allowed
msx-conf get dfs.webhdfs.enabled
msx-conf get dfs.webhdfs.netty.high.watermark
msx-conf get dfs.webhdfs.netty.low.watermark
msx-conf get dfs.webhdfs.rest-csrf.enabled
msx-conf get dfs.webhdfs.ugi.expire.after.access
msx-conf get dfs.webhdfs.user.provider.user.pattern
msx-conf get dfs.web.ugi
msx-conf get dfs.xframe.enabled
msx-conf get dfs.xframe.value
msx-conf getDouble dfs.namenode.replication.considerLoad.factor
msx-conf get file.bytes-per-checksum
msx-conf getFloat dfs.namenode.edit.log.autoroll.multiplier.threshold
msx-conf getFloat dfs.namenode.invalidate.work.pct.per.iteration
msx-conf getFloat dfs.namenode.path.based.cache.block.map.allocation.percent
msx-conf getFloat dfs.namenode.replqueue.threshold-pct
msx-conf getFloat dfs.namenode.retrycache.heap.percent
msx-conf getFloat dfs.namenode.safemode.threshold-pct
msx-conf getFloat dfs.namenode.write.stale.datanode.ratio
msx-conf getFloat hbase.regionserver.global.memstore.size
msx-conf getFloat hbase.regionserver.global.memstore.upperLimit
msx-conf getFloat hbase.regionserver.logroll.multiplier
msx-conf get fs.automatic.close
msx-conf get fs.client.htrace.sampler.classes
msx-conf get fs.client.htrace.span.receiver.classes
msx-conf get fs.client.htrace.tracer.id
msx-conf get fs.client.resolve.remote.symlinks
msx-conf get fs.defaultFS
msx-conf get fs.df.interval
msx-conf get fs.du.interval
msx-conf get fs.file.impl
msx-conf get fs.file.impl.disable.cache
msx-conf get fs.getspaceused.classname
msx-conf get fs.getspaceused.jitterMillis
msx-conf get fs.hdfs.impl
msx-conf get fs.hdfs.impl.disable.cache
msx-conf get fs.local.block.size
msx-conf get fs.permissions.umask-mode
msx-conf get fs.protected.directories
msx-conf get fs.trash.interval
msx-conf get hadoop.caller.context.enabled
msx-conf get hadoop.caller.context.max.size
msx-conf get hadoop.caller.context.signature.max.size
msx-conf get hadoop.common.configuration.version
msx-conf get hadoop.configured.node.mapping
msx-conf get hadoop.hdfs.configuration.version
msx-conf get hadoop.htrace.sampler.classes
msx-conf get hadoop.htrace.span.receiver.classes
msx-conf get hadoop.htrace.tracer.id
msx-conf get hadoop.http.authentication.kerberos.keytab
msx-conf get hadoop.http.authentication.kerberos.principal
msx-conf get hadoop.http.authentication.signature.secret.file
msx-conf get hadoop.http.authentication.simple.anonymous.allowed
msx-conf get hadoop.http.authentication.token.validity
msx-conf get hadoop.http.authentication.type
msx-conf get hadoop.http.filter.initializers
msx-conf get hadoop.http.max.threads
msx-conf get hadoop.http.staticuser.user
msx-conf get hadoop.jetty.logs.serve.aliases
msx-conf get hadoop.kerberos.min.seconds.before.relogin
msx-conf get hadoop.log.dir
msx-conf get hadoop.proxyservers
msx-conf get hadoop.rpc.protection
msx-conf get hadoop.rpc.socket.factory.class.ClientProtocol
msx-conf get hadoop.rpc.socket.factory.class.DatanodeProtocolPB
msx-conf get hadoop.rpc.socket.factory.class.default
msx-conf get hadoop.security.authentication
msx-conf get hadoop.security.authorization
msx-conf get hadoop.security.auth_to_local
msx-conf get hadoop.security.dns.log-slow-lookups.enabled
msx-conf get hadoop.security.dns.log-slow-lookups.threshold.ms
msx-conf get hadoop.security.group.mapping
msx-conf get hadoop.security.groups.cache.background.reload
msx-conf get hadoop.security.groups.cache.background.reload.threads
msx-conf get hadoop.security.groups.cache.secs
msx-conf get hadoop.security.groups.cache.warn.after.ms
msx-conf get hadoop.security.groups.negative-cache.secs
msx-conf get hadoop.security.impersonation.provider.class
msx-conf get hadoop.security.key.provider.path
msx-conf get hadoop.security.saslproperties.resolver.class
msx-conf get hadoop.security.token.service.use_ip
msx-conf get hadoop.tmp.dir
msx-conf get hadoop.user.group.metrics.percentiles.intervals
msx-conf get hadoop.user.group.static.mapping.overrides
msx-conf get hbase.coprocessor.enabled
msx-conf get hbase.coprocessor.wal.classes
msx-conf get hbase.defaults.for.version.skip
msx-conf get hbase.filesystem.reorder.blocks
msx-conf get hbase.fs.async.create.retries
msx-conf get hbase.fsutil.hdfs.impl
msx-conf get hbase.fs.wrapper
msx-conf get hbase.hlog.open.timeout
msx-conf get hbase.htrace.sampler.classes
msx-conf get hbase.htrace.span.receiver.classes
msx-conf get hbase.htrace.tracer.id
msx-conf get hbase.localcluster.assign.random.ports
msx-conf get hbase.local-file-span-receiver.capacity
msx-conf get hbase.local-file-span-receiver.path
msx-conf get hbase.regionserver.global.memstore.size
msx-conf get hbase.regionserver.global.memstore.upperLimit
msx-conf get hbase.regionserver.hlog.async.writer.impl
msx-conf get hbase.regionserver.hlog.blocksize
msx-conf get hbase.regionserver.hlog.enabled
msx-conf get hbase.regionserver.hlog.reader.impl
msx-conf get hbase.regionserver.hlog.replication
msx-conf get hbase.regionserver.hlog.slowsync.ms
msx-conf get hbase.regionserver.hlog.sync.timeout
msx-conf get hbase.regionserver.logroll.multiplier
msx-conf get hbase.regionserver.maxlogs
msx-conf get hbase.regionserver.offheap.global.memstore.size
msx-conf get hbase.regionserver.wal.codec
msx-conf get hbase.regionserver.wal.disruptor.event.count
msx-conf get hbase.regionserver.wal.enablecompression
msx-conf get hbase.regionserver.waltrailer.warn.size
msx-conf get hbase.rootdir
msx-conf get hbase.sampler.fraction
msx-conf get hbase.sampler.frequency
msx-conf get hbase.separate.oldlogdir.by.regionserver
msx-conf get hbase.tests.use.shortcircuit.reads
msx-conf get hbase.unsafe.stream.capability.enforce
msx-conf get hbase.wal.async.event-loop.config
msx-conf get hbase.wal.async.use-shared-event-loop
msx-conf get hbase.wal.async.wait.on.shutdown.seconds
msx-conf get hbase.wal.batch.size
msx-conf get hbase.wal.dir
msx-conf get hbase.wal.hsync
msx-conf get hbase.wal.provider
msx-conf get hbase.wal.storage.policy
msx-conf get hbase.zipkin.collector-hostname
msx-conf get hbase.zipkin.collector-port
msx-conf get hbase.zipkin.num-threads
msx-conf get hbase.zipkin.traced-service-hostname
msx-conf get hbase.zipkin.traced-service-port
msx-conf get hdfs.minidfs.basedir
msx-conf get ignore.secure.ports.for.testing
msx-conf getInstances dfs.datanode.plugins
msx-conf getInstances dfs.namenode.plugins
msx-conf getInt dfs.block.invalidate.limit
msx-conf getInt dfs.block.misreplication.processing.limit
msx-conf getInt dfs.bytes-per-checksum
msx-conf getInt dfs.client.block.write.locateFollowingBlock.initial.delay.ms
msx-conf getInt dfs.client.block.write.locateFollowingBlock.retries
msx-conf getInt dfs.client.block.write.replace-datanode-on-failure.min-replication
msx-conf getInt dfs.client.block.write.retries
msx-conf getInt dfs.client.cached.conn.retry
msx-conf getInt dfs.client.failover.max.attempts
msx-conf getInt dfs.client.failover.sleep.base.millis
msx-conf getInt dfs.client.failover.sleep.max.millis
msx-conf getInt dfs.client.file-block-storage-locations.num-threads
